implementation,dataset,n_neighbours,weights,distance_metric,dataset_load_time_sec,cv_time_sec,fit_time_sec,test_time_sec,fit_ram_mb,cv_macro_f1_mean,Column1,cv_macro_recall_mean,Column2,cv_macro_sensitivity_mean,Column3,cv_macro_roc_auc_mean,Column4,cv_cross_entropy_mean,Column5,cv_brier_mean,Column6,cv_ece_mean,Column7,test_macro_f1,test_macro_recall,test_macro_sensitivity,test_macro_roc_auc,test_cross_entropy,test_brier,test_ece
sklearn,agaricus-lepiota.data,21,uniform,euclidean,0.062534094,0.474589109,0.001021147,0.124884367,0,0.995376127,,0.995235805,,0.995235805,,0.999972741,,0.010361034,,0.00662005,,0.004110353,,0.99568519,0.995530013,0.995530013,0.999965114,0.008969138,0.005930577,0.001787546
sklearn,agaricus-lepiota.data,21,uniform,manhattan,0.062534094,0.78589797,0.001000166,0.192007542,0.05859375,0.999229639,,0.999202297,,0.999202297,,0.999998578,,0.002940903,,0.001569224,,0.001531327,,0.998151155,0.998084291,0.998084291,0.999997725,0.003545819,0.002268969,0.001142857
sklearn,agaricus-lepiota.data,21,distance,euclidean,0.062534094,0.236550093,0.000992537,0.065583467,0,0.998305044,,0.998245104,,0.998245104,,0.99999763,,0.006777166,,0.003833556,,0.003894085,,0.998767494,0.998722861,0.998722861,1,0.004704048,0.002453939,0.002686428
sklearn,agaricus-lepiota.data,21,distance,manhattan,0.062534094,0.674068689,0.000999928,0.203424692,0,0.999383704,,0.999362041,,0.999362041,,1,,0.001460381,,0.000642641,,0.001216994,,1,1,1,1,0.001097389,0.000380395,0.000982852
sklearn,zoo.csv,3,uniform,euclidean,0.00399971,0.056546926,0.001021385,0.00999999,0,0.818820862,,0.847619048,,0.847619048,,,,0.805053621,,0.119444444,,0.0625,,1,1,1,1,0.038615725,0.021164021,0.031746032
sklearn,zoo.csv,3,uniform,manhattan,0.00399971,0.035999537,0,0.007006645,0,0.811473923,,0.842857143,,0.842857143,,,,0.454597543,,0.102777778,,0.0625,,1,1,1,1,0.019307862,0.010582011,0.015873016
sklearn,zoo.csv,3,distance,euclidean,0.00399971,0.066156387,0.000999212,0.012015343,0,0.813378685,,0.847619048,,0.847619048,,,,0.783356622,,0.108376225,,0.080241495,,1,1,1,1,0.030625443,0.014489912,0.026141395
sklearn,zoo.csv,3,distance,manhattan,0.00399971,0.056990862,0.001001358,0.011508703,0,0.811473923,,0.842857143,,0.842857143,,,,0.451585678,,0.10442487,,0.070959245,,1,1,1,1,0.012687162,0.005209986,0.011137651
sklearn,zoo.csv,5,uniform,euclidean,0.00399971,0.056015968,0,0.009994984,0,0.755918367,,0.792857143,,0.792857143,,,,0.565485544,,0.159,,0.0975,,1,1,1,1,0.092282951,0.053333333,0.066666667
sklearn,zoo.csv,5,uniform,manhattan,0.00399971,0.041551113,0.001027822,0.00703001,0,0.777188209,,0.814285714,,0.814285714,,,,0.541771544,,0.149,,0.0775,,1,1,1,1,0.067957922,0.038095238,0.047619048
sklearn,zoo.csv,5,distance,euclidean,0.00399971,0.067141056,0,0.012928247,0,0.77814059,,0.80952381,,0.80952381,,,,0.506759085,,0.119490522,,0.082641869,,1,1,1,1,0.06918398,0.035023777,0.053142443
sklearn,zoo.csv,5,distance,manhattan,0.00399971,0.067558765,0.000999928,0.011997938,0,0.811473923,,0.842857143,,0.842857143,,,,0.486754102,,0.115772543,,0.08053566,,1,1,1,1,0.038969155,0.017331333,0.031380962
sklearn,zoo.csv,7,uniform,euclidean,0.00399971,0.054110527,0,0.009988785,0,0.617029478,,0.664285714,,0.664285714,,,,0.292514879,,0.173979592,,0.089285714,,1,1,1,1,0.155410868,0.087463557,0.115646259
sklearn,zoo.csv,7,uniform,manhattan,0.00399971,0.038011312,0.001000166,0.007993937,0,0.54875109,,0.607142857,,0.607142857,,,,0.276799662,,0.173469388,,0.114285714,,1,1,1,0.996428571,0.146728889,0.073858115,0.102040816
sklearn,zoo.csv,7,distance,euclidean,0.00399971,0.071505785,0,0.015002251,0.03125,0.740045351,,0.780952381,,0.780952381,,,,0.211119995,,0.117690145,,0.074929574,,1,1,1,1,0.111366498,0.054465911,0.087003449
sklearn,zoo.csv,7,distance,manhattan,0.00399971,0.069523811,0,0.013002157,0,0.811473923,,0.842857143,,0.842857143,,,,0.187038484,,0.113696004,,0.084545008,,1,1,1,1,0.0746464,0.030603415,0.059268426
sklearn,zoo.csv,9,uniform,euclidean,0.00399971,0.055246592,0,0.012094021,0,0.581269841,,0.624489796,,0.624489796,,,,0.342152504,,0.191358025,,0.119444444,,0.765079365,0.785714286,0.785714286,1,0.209851032,0.118753674,0.08994709
sklearn,zoo.csv,9,uniform,manhattan,0.00399971,0.053908825,0.001094103,0.00896883,0.03125,0.597530089,,0.657823129,,0.657823129,,,,0.30926389,,0.174382716,,0.104166667,,0.836734694,0.857142857,0.857142857,0.996428571,0.218533011,0.121105232,0.126984127
sklearn,zoo.csv,9,distance,euclidean,0.00399971,0.069359779,0.001000881,0.013001442,0,0.745442177,,0.780952381,,0.780952381,,,,0.23563433,,0.126762356,,0.073348177,,1,1,1,1,0.14789034,0.073951149,0.108406597
sklearn,zoo.csv,9,distance,manhattan,0.00399971,0.061148405,0.001000166,0.011004925,0,0.777188209,,0.814285714,,0.814285714,,,,0.195163457,,0.10863973,,0.078288231,,1,1,1,1,0.108931793,0.047865675,0.083714977
sklearn,zoo.csv,11,uniform,euclidean,0.00399971,0.057210684,0.00099802,0.009988308,0,0.617823129,,0.661904762,,0.661904762,,,,0.392112419,,0.203512397,,0.144318182,,0.765079365,0.785714286,0.785714286,0.992481203,0.264778769,0.14403778,0.112554113
sklearn,zoo.csv,11,uniform,manhattan,0.00399971,0.038974047,0,0.006999969,0,0.623537415,,0.678571429,,0.678571429,,,,0.37189071,,0.192561983,,0.131818182,,0.836734694,0.857142857,0.857142857,0.996428571,0.264778769,0.136953955,0.147186147
sklearn,zoo.csv,11,distance,euclidean,0.00399971,0.064511776,0.000999928,0.0119977,0,0.789886621,,0.814285714,,0.814285714,,,,0.261680456,,0.135254116,,0.107852123,,1,1,1,1,0.185075835,0.094127039,0.1292589
sklearn,zoo.csv,11,distance,manhattan,0.00399971,0.06251359,0,0.014003277,0,0.811473923,,0.842857143,,0.842857143,,,,0.21801469,,0.114001075,,0.099376307,,1,1,1,1,0.131774918,0.058687521,0.09799678
sklearn,zoo.csv,13,uniform,euclidean,0.00399971,0.056998253,0,0.011001348,0,0.617505669,,0.661904762,,0.661904762,,,,0.446317127,,0.224556213,,0.151923077,,0.841269841,0.857142857,0.857142857,0.996240602,0.329559051,0.168498168,0.164835165
sklearn,zoo.csv,13,uniform,manhattan,0.00399971,0.03858161,0,0.007000208,0,0.634965986,,0.69047619,,0.69047619,,,,0.419849395,,0.211686391,,0.121153846,,0.678571429,0.714285714,0.714285714,1,0.309725006,0.155536771,0.153846154
sklearn,zoo.csv,13,distance,euclidean,0.00399971,0.066991091,0.000999689,0.011181355,0,0.759410431,,0.785714286,,0.785714286,,,,0.283080326,,0.143076732,,0.093479508,,1,1,1,1,0.221032294,0.106966467,0.150635229
sklearn,zoo.csv,13,distance,manhattan,0.00399971,0.061002254,0.001002073,0.013012409,0,0.849569161,,0.871428571,,0.871428571,,,,0.23030924,,0.117113729,,0.115210128,,1,1,1,1,0.148487079,0.064416861,0.110332948
sklearn,zoo.csv,15,uniform,euclidean,0.00399971,0.056545973,0.000986338,0.010008335,0,0.547639979,,0.6,,0.6,,,,0.514163445,,0.248444444,,0.165833333,,0.841269841,0.857142857,0.857142857,1,0.381679822,0.189206349,0.212698413
sklearn,zoo.csv,15,uniform,manhattan,0.00399971,0.037999868,0,0.008013725,0.0625,0.566315193,,0.628571429,,0.628571429,,,,0.495620413,,0.239777778,,0.154166667,,0.665306122,0.714285714,0.714285714,0.996428571,0.371053939,0.188783069,0.180952381
sklearn,zoo.csv,15,distance,euclidean,0.00399971,0.063515663,0.000998259,0.013998508,0,0.669569161,,0.707142857,,0.707142857,,,,0.310809282,,0.152224321,,0.086153032,,1,1,1,1,0.249737141,0.118704623,0.165047758
sklearn,zoo.csv,15,distance,manhattan,0.00399971,0.12703824,0.001002073,0.011997938,0,0.813061224,,0.842857143,,0.842857143,,,,0.255348542,,0.125097654,,0.098806306,,1,1,1,1,0.171501736,0.076307281,0.124312436
sklearn,zoo.csv,17,uniform,euclidean,0.00399971,0.058044434,0,0.009995461,0,0.509272632,,0.566666667,,0.566666667,,,,0.581766818,,0.276816609,,0.166911765,,0.66984127,0.714285714,0.714285714,1,0.436242833,0.209260175,0.212885154
sklearn,zoo.csv,17,uniform,manhattan,0.00399971,0.038201094,0.001000404,0.006999731,0,0.528095238,,0.595238095,,0.595238095,,,,0.567628493,,0.269463668,,0.173529412,,0.665306122,0.714285714,0.714285714,0.992857143,0.436242833,0.210907893,0.215686275
sklearn,zoo.csv,17,distance,euclidean,0.00399971,0.067007542,0.001000643,0.012145281,0,0.668412698,,0.707142857,,0.707142857,,,,0.335515436,,0.160725279,,0.098749031,,0.841269841,0.857142857,0.857142857,1,0.276960314,0.129592534,0.128823381
sklearn,zoo.csv,17,distance,manhattan,0.00399971,0.064018488,0.001079082,0.012903929,0,0.780680272,,0.814285714,,0.814285714,,,,0.275299767,,0.131494943,,0.111264188,,1,1,1,1,0.19479761,0.085026631,0.13866432
sklearn,zoo.csv,19,uniform,euclidean,0.00399971,0.058576584,0,0.011029959,0,0.474272632,,0.533333333,,0.533333333,,,,0.645047873,,0.304916898,,0.180263158,,0.66984127,0.714285714,0.714285714,0.992857143,0.49873816,0.234006068,0.245614035
sklearn,zoo.csv,19,uniform,manhattan,0.00399971,0.038135052,0.000999928,0.007597685,0,0.50888133,,0.578571429,,0.578571429,,,,0.632824345,,0.299515235,,0.178289474,,0.665306122,0.714285714,0.714285714,0.992857143,0.49873816,0.23585279,0.215538847
sklearn,zoo.csv,19,distance,euclidean,0.00399971,0.068016052,0.000992537,0.0119133,0,0.655204082,,0.69047619,,0.69047619,,,,0.362589174,,0.171674195,,0.117376679,,0.66984127,0.714285714,0.714285714,1,0.306802411,0.141617391,0.143295638
sklearn,zoo.csv,19,distance,manhattan,0.00399971,0.066274166,0,0.014000416,0,0.780680272,,0.814285714,,0.814285714,,,,0.294486003,,0.138885581,,0.104363904,,1,1,1,1,0.215006483,0.093521586,0.151068817
sklearn,zoo.csv,21,uniform,euclidean,0.00399971,0.055546284,0.001000643,0.009999037,0,0.472456094,,0.533333333,,0.533333333,,,,0.697069837,,0.330102041,,0.188690476,,0.677310924,0.714285714,0.714285714,0.989285714,0.560694586,0.261094914,0.22675737
sklearn,zoo.csv,21,uniform,manhattan,0.00399971,0.03741765,0,0.007993937,0,0.499138322,,0.561904762,,0.561904762,,,,0.68529738,,0.322902494,,0.163690476,,0.678571429,0.714285714,0.714285714,0.978571429,0.560694586,0.264118346,0.217687075
sklearn,zoo.csv,21,distance,euclidean,0.00399971,0.07051897,0,0.013001442,0,0.641670001,,0.673809524,,0.673809524,,,,0.385049942,,0.181671129,,0.112357667,,0.66984127,0.714285714,0.714285714,1,0.337045506,0.155039758,0.154845143
sklearn,zoo.csv,21,distance,manhattan,0.00399971,0.060518265,0.000998974,0.012001276,0,0.780680272,,0.814285714,,0.814285714,,,,0.309813378,,0.144400598,,0.09430653,,0.836734694,0.857142857,0.857142857,1,0.235368049,0.103476832,0.112774822
